municipality,name,iata_code,coordinates
Duncan Town,Duncan Town Airport,DCT,"22.181801, -75.7295"
Port Nelson,Rum Cay International Airport,RCY,"23.68344, -74.836302"
Moyale,Moyale Airport,MYS,"3.5623, 39.0433"
San Salvador,San Salvador International Airport,ZSA,"24.063041, -74.523233"
Santa Carolina,Paradise Island Airport,NTC,"-21.614999771118, 35.338001251221"
Chokwé,Chokwé Airport,TGS,"-24.520599365234375, 32.965301513671875"
Belize City,Philip S. W. Goldson International Airport,BZE,"17.539951, -88.303556"
,Manatee Airport,MZE,"17.27846, -89.0238"
Maya Flats,San Ignacio Town (Maya Flats) Airstrip,CYD,"17.104872, -89.101129"
Placencia,Placencia Airport,PLJ,"16.536957, -88.361511"
Arno Atoll,Ine Airport,IMI,"7.005553, 171.656959"
Bagani,Bagani Airport,BQI,"-18.11848, 21.623296"
Aitutaki,Aitutaki Airport,AIT,"-18.8309, -159.764008"
Atiu Island,Enua Airport,AIU,"-19.96780014038086, -158.11900329589844"
Mangaia Island,Mangaia Island Airport,MGS,"-21.895987, -157.906662"
Manihiki Island,Manihiki Island Airport,MHX,"-10.38091, -160.999424"
Mauke Island,Mauke Airport,MUK,"-20.13610076904297, -157.34500122070312"
Mitiaro Island,Mitiaro Island Airport,MOI,"-19.842501, -157.703003"
Pukapuka Atoll,Pukapuka Island Airport,PZK,"-10.9145, -165.8393"
Penrhyn Island,Tongareva Airport,PYE,"-9.01437, -158.03241"
Avarua,Rarotonga International Airport,RAR,"-21.2027, -159.806"
Weeping Water,Browns Airport,EPG,"40.8675003052, -96.1100006104"
Cicia,Cicia Airport,ICI,"-17.7432994843, -179.341995239"
Castaway Island,Castaway Island Seaplane Base,CST,"-17.7358, 177.129"
Nadi,Nadi International Airport,NAN,"-17.761822, 177.437843"
Malolo Lailai Island,Malolo Lailai Island Airport,PTF,"-17.778448, 177.196996"
Rabi Island,Rabi Island Airport,RBI,"-16.5337, 179.9757"
Vunisea,Vunisea Airport,KDV,"-19.058099746699998, 178.156997681"
Mana Island,Mana Island Airport,MNF,"-17.672844, 177.0985"
Moala,Moala Airport,MFJ,"-18.566699981699998, 179.951004028"
Nausori,Nausori International Airport,SUV,"-18.044226, 178.561486"
Bureta,Levuka Airfield,LEV,"-17.7110996246, 178.759002686"
Nanuku Auberge Resort,Nanuku Airport,PHR,"-18.2553, 178.0492"
Ngau,Ngau Airport,NGI,"-18.115600585899998, 179.339996338"
Laucala Island,Laucala Island Airport,LUC,"-16.7481, -179.667007"
Lakeba Island,Lakeba Island Airport,LKB,"-18.1991996765, -178.817001343"
Labasa,Labasa Airport,LBS,"-16.4667, 179.339996"
Matei,Matei Airport,TVU,"-16.690599, -179.876999"
Koro Island,Koro Island Airport,KXF,"-17.3458003998, 179.42199707"
Rotuma,Rotuma Airport,RTA,"-12.482500076293945, 177.0709991455078"
Savusavu,Savusavu Airport,SVU,"-16.803394, 179.340587"
Wakaya Island,Wakaya Island Airport,KAY,"-17.617000579833984, 179.01699829101562"
Ono-i-Lau,Ono-i-Lau Airport,ONU,"-20.6589, -178.7411"
Yasawa Island,Yasawa Island Airport,YAS,"-16.7589, 177.544998"
Eua Island,Kaufana Airport,EUA,"-21.378299713100002, -174.957992554"
Nuku'alofa,Fua'amotu International Airport,TBU,"-21.241438, -175.149164"
Lifuka,Lifuka Island Airport,HPA,"-19.777000427246094, -174.34100341796875"
"Angaha,Mata'aho Airport,NFTO,,"-15.570603, -175.631283"
Niuatoputapu,Kuini Lavenia Airport,NTT,"-15.977297, -173.791089"
Vava'u Island,Vava'u International Airport,VAV,"-18.5853, -173.962006"
Nanuya Levu Island,Turtle Island Seaplane Base,TTL,"-16.966, 177.368"
Vanua Balavu,Vanua Balavu Airport,VBV,"-17.268999099731445, -178.9759979248047"
Vatulele,Vatulele Airport,VTF,"-18.512500762939453, 177.63900756835938"
Port Harcourt,Port Harcourt City Airport / Port Harcourt Air Force Base,PHG,"4.846111, 7.021389"
Abaiang,Abaiang Airport,ABF,"1.79861, 173.041"
Beru,Beru Airport,BEZ,"-1.35472, 176.007004"
Funafuti,Funafuti International Airport,FUN,"-8.523885, 179.196976"
Kuria,Kuria Airport,KUC,"0.218611, 173.442001"
Maiana,Maiana Airport,MNK,"1.00361, 173.031006"
Marakei,Marakei Airport,MZK,"2.05861, 173.270996"
Makin Island,Makin Island Airport,MTK,"3.37444, 172.992004"
Nikunau,Nikunau Airport,NIG,"-1.31444001198, 176.410003662"
Onotoa,Onotoa Airport,OOT,"-1.79611, 175.526001"
South Tarawa,Bonriki International Airport,TRW,"1.38164, 173.147003"
Abemama,Abemama Airport,AEA,"0.490759, 173.830287"
,Tabiteuea North Airport,TBF,"-1.22447, 174.776001"
Tamana Island,Tamana Island Airport,TMN,"-2.48583, 175.970001"
Nonouti,Nonouti Airport,NON,"-0.639722, 174.427994"
Arorae Island,Arorae Island Airport,AIS,"-2.616233, 176.802209"
Tabiteuea South,Tabiteuea South Airport,TSU,"-1.47444, 175.063995"
Butaritari,Butaritari Airport,BBG,"3.08583, 172.811005"
Buariki,Aranuka Airport,AAK,"0.185278, 173.636993"
Niokolo-Koba National Park,Niokolo-Koba Airport,NIK,"13.052014, -12.727162"
Ninilchik,Ninilchik Airport,NIN,"60.020199, -151.589005"
Alofi,Niue International Airport,IUE,"-19.080109, -169.923493"
Heihe,Nenjiang Melgen Airport,NJJ,"49.236372, 125.337052"
Sinak,Sinak Airport,NKD,"-3.822249, 137.839208"
Ninglang,Ninglang Luguhu Airport,NLH,"27.5403, 100.7593"
Futuna Island,Pointe Vele Airport,FUT,"-14.311565, -178.066492"
Wallis Island,Hihifo Airport,WLS,"-13.239445, -176.19865"
Hobbs,Industrial Airpark,HBB,"32.7668, -103.209"
Nangade,Nangade Airport,NND,"-11.073, 39.68"
Nomad River,Nomad River Airport,NOM,"-6.294, 142.234167"
Naoro Vilage,Naoro Airport,NOO,"-9.254455, 147.621352"
Pokhara,Pokhara International Airport,PHH,"28.1838, 84.0147"
Nipa,Nipa Airport,NPG,"-6.1454, 143.4531"
Newry,Newry Airport,NRY,"-16.0442, 129.2638"
Ofu,Ofu Airport,OFU,"-14.1844, -169.669998"
Asau,Asau Airport,AAU,"-13.505132, -172.627888"
Apia,Faleolo International Airport,APW,"-13.83, -172.007996"
Apia,Fagali'i Airport,FGI,"-13.849167, -171.739866"
Fitiuta Village,Fitiuta Airport,FTI,"-14.216131, -169.423771"
Maota,Maota Airport,MXS,"-13.7423, -172.257996"
Pago Pago,Pago Pago International Airport,PPG,"-14.331, -170.710007"
Papeete,Fa'a'ā International Airport,PPT,"-17.553472, -149.606936"
Rimatara Island,Rimatara Airport,RMT,"-22.63725, -152.8059"
,Rurutu Airport,RUR,"-22.434099197387695, -151.36099243164062"
,Tubuai Airport,TUB,"-23.365400314331055, -149.5240020751953"
,Raivavae Airport,RVV,"-23.885201, -147.662003"
Anaa,Anaa Airport,AAA,"-17.3526, -145.509995"
Fangatau,Fangatau Airport,FGU,"-15.820044, -140.888071"
Tuherahera,Tikehau Airport,TIH,"-15.1196, -148.231003"
Apataki,Apataki Airport,APK,"-15.5736, -146.414993"
Reao,Reao Airport,REA,"-18.46652, -136.43855"
,Fakarava Airport,FAV,"-16.054100036621094, -145.65699768066406"
Hikueru,Hikueru Airport,HHZ,"-17.548297, -142.612037"
,Manihi Airport,XMH,"-14.436800003051758, -146.07000732421875"
,Totegegie Airport,GMR,"-23.07990074157715, -134.88999938964844"
Raitahiti,Kaukura Airport,KKR,"-15.6633, -146.884995"
Makemo,Makemo Airport,MKP,"-16.5839, -143.658005"
Napuka Island,Napuka Island Airport,NAU,"-14.177397, -141.266112"
Tatakoto,Tatakoto Airport,TKV,"-17.355226, -138.44734"
,Puka Puka Airport,PKP,"-14.80955, -138.812621"
Pukaruha,Pukaruha Airport,PUK,"-18.295726, -137.016291"
,Takapoto Airport,TKP,"-14.709500312805176, -145.24600219726562"
,Arutua Airport,AXR,"-15.248299598693848, -146.61700439453125"
,Mataiva Airport,MVT,"-14.8681001663208, -148.7169952392578"
Nukutavake,Nukutavake Airport,NUK,"-19.284613, -138.768367"
Tureia,Tureia Airport,ZTA,"-20.784262, -138.56796"
Ahe Atoll,Ahe Airport,AHE,"-14.428099632263184, -146.2570037841797"
Kauehi,Kauehi Airport,KHZ,"-15.780622, -145.128443"
Faaite,Faaite Airport,FAC,"-16.68657, -145.329394"
Fakahina,Fakahina Airport,FHZ,"-15.992259, -140.164246"
,Aratika Nord Airport,RKA,"-15.485673, -145.464778"
Takume,Takume Airport,TJN,"-15.857434, -142.266469"
Naiu Atoll,Naiu Airport,NIU,"-16.119296, -146.368768"
Raroia,Raroia Airport,RRR,"-16.050485, -142.476568"
,Takaroa Airport,TKX,"-14.45580005645752, -145.02499389648438"
Katiu,Katiu Airport,KXU,"-16.339681, -144.407966"
Nukutepipi,Nukutepipi Airport,NKP,"-20.700054, -143.045933"
Nuku Hiva,Nuku Hiva Airport,NHV,"-8.7956, -140.229004"
Hiva Oa Island,Hiva Oa-Atuona Airport,AUQ,"-9.76879024506, -139.011001587"
Ua Pou,Ua Pou Airport,UAP,"-9.35167, -140.078003"
Ua Huka,Ua Huka Airport,UAH,"-8.936228, -139.554062"
Motu Mute,Bora Bora Airport,BOB,"-16.444400787353516, -151.75100708007812"
Tetiaroa,Tetiaroa Airport,TTI,"-17.015095, -149.589372"
,Rangiroa Airport,RGI,"-14.954299926757812, -147.66099548339844"
Fare,Huahine-Fare Airport,HUH,"-16.687084, -151.021593"
Moorea-Maiao,Moorea Temae Airport,MOZ,"-17.48979, -149.761777"
Otepa,Hao Airport,HOI,"-18.0748, -140.945999"
,Maupiti Airport,MAU,"-16.42650032043457, -152.24400329589844"
Uturoa,Raiatea Airport,RFP,"-16.7229, -151.466003"
Tupai Atoll,Tupai Airport,TPX,"-16.2423, -151.8338"
Moruroa Atoll,Moruroa Airport,UOA,"-21.80978, -138.813385"
Vahitahi,Vahitahi Airport,VHZ,"-18.780697, -138.85568"
Hatton,Castlereagh Lake Seaplane Base,NUF,"6.86, 80.584"
Mercury,Yucca Airstrip,UCC,"36.934661, -116.00596"
Ablow,Mota Lava Airport,MTV,"-13.666, 167.712006"
Sola,Sola Airport,SLH,"-13.8516998291, 167.537002563"
Loh/Linua,Torres Airstrip,TOH,"-13.328, 166.638"
Emae Island,Siwo Airport,EAE,"-17.0903, 168.343002"
Craig Cove,Craig Cove Airport,CCV,"-16.264999, 167.923996"
Longana,Longana Airport,LOD,"-15.3066997528, 167.966995239"
Pentecost Island,Sara Airport,SSR,"-15.4708003998, 168.151992798"
Paama Island,Tavie Airport,PBJ,"-16.431955, 168.235511"
Lamap,Lamap Airport,LPM,"-16.4611228, 167.829253"
Lamen Bay,Lamen Bay Airport,LNB,"-16.584199905400002, 168.158996582"
Maewo Island,Maewo-Naone Airport,MWF,"-14.997222, 168.081111"
Lonorore,Lonorore Airport,LNE,"-15.865599632299999, 168.17199707"
Norsup,Norsup Airport,NUS,"-16.0797, 167.401001"
Gaua Island,Gaua Island Airport,ZGU,"-14.2181, 167.587006"
Redcliffe,Redcliffe Airport,RCL,"-15.472, 167.835007"
Luganville,Santo Pekoa International Airport,SON,"-15.505000114399998, 167.220001221"
Tongoa Island,Tongoa Airport,TGH,"-16.8910999298, 168.550994873"
Ambrym Island,Uléi Airport,ULB,"-16.3297, 168.3011"
Epi Island,Valesdir Airport,VLS,"-16.796100616500002, 168.177001953"
Walaha,Walaha Airport,WLH,"-15.412, 167.690994"
Malekula Island,Southwest Bay Airport,SWJ,"-16.4864, 167.4472"
Olpoi,North West Santo Airport,OLJ,"-14.881699562099998, 166.557998657"
Anatom Island,Aneityum Airport,AUY,"-20.249142, 169.770758"
Aniwa,Aniwa Airport,AWD,"-19.2346, 169.6009"
Dillon's Bay,Dillon's Bay Airport,DLY,"-18.7694, 169.001007"
Futuna Island,Futuna Airport,FTA,"-19.516399383499998, 170.231994629"
Ipota,Ipota Airport,IPA,"-18.856389, 169.283333"
Port Vila,Bauerfield International Airport,VLI,"-17.699301, 168.320007"
Tanna Island,Whitegrass Airport,TAH,"-19.455099, 169.223999"
Nowata,Nowata Airport,NWT,"-9.984166666669998, 149.729166667"
Tiga,Tiga Airport,TGJ,"-21.096407, 167.80379"
Waala,Île Art - Waala Airport,BMY,"-19.720521, 163.661077"
Koné,Koné Airport,KNQ,"-21.053551, 164.838768"
Île des Pins,Île des Pins Airport,ILP,"-22.5889, 167.455994"
Koumac,Koumac Airport,KOC,"-20.546323, 164.255648"
Lifou,Lifou Airport,LIF,"-20.774563, 167.239328"
Nouméa,Nouméa Magenta Airport,GEA,"-22.257706, 166.472822"
Malabou,Poum / Malabou Airport,PUV,"-20.289155, 164.09935"
Népoui,Mueo Airport,PDC,"-21.316456, 164.999399"
Maré,Maré Airport,MEE,"-21.482438, 168.038465"
Touho,Touho Airport,TOU,"-20.790127, 165.259524"
Ouvéa,Ouvéa Airport,UVE,"-20.640932, 166.573024"
Nouméa (La Tontouta),La Tontouta International Airport,NOU,"-22.014601, 166.212997"
NZ-WKO,"Jennian Hangar,NZHH,,"-37.806231, 175.28107"
Auckland,Auckland International Airport,AKL,"-37.01199, 174.786331"
Taupo,Taupo Airport,TUO,"-38.73970031738281, 176.08399963378906"
Manurewa,Ardmore Airport,AMZ,"-37.029701232910156, 174.97300720214844"
Ashburton,Ashburton Airport,ASG,"-43.903301, 171.796997"
Christchurch,Christchurch International Airport,CHC,"-43.489029, 172.532065"
Te One,Inia William Tuuta Memorial Airport,CHT,"-43.81189, -176.46514"
Coromandel,Coromandel Airport,CMV,"-36.791698, 175.509003"
Dargaville,Dargaville Aerodrome,DGR,"-35.939304, 173.892862"
Dunedin,Dunedin International Airport,DUD,"-45.929017, 170.197758"
Fox,Fox Heliport,FGL,"-43.4631, 170"
,Franz Josef Aerodrome,WHO,"-43.36309814453125, 170.13400268554688"
Claris,Great Barrier Aerodrome,GBZ,"-36.241402, 175.472"
,Greymouth Airport,GMN,"-42.4617, 171.190002"
Gisborne,Gisborne Airport,GIS,"-38.6633, 177.977997"
Glentanner Station,Glentanner Airport,GTN,"-43.906700134277344, 170.1280059814453"
,Hokitika Airfield,HKK,"-42.713600158691406, 170.98500061035156"
Hamilton,Hamilton International Airport,HLZ,"-37.866961, 175.331952"
Waiheke Island,Waiheke Island Aerodrome,WIK,"-36.808899, 175.085999"
,Kaikoura Airport,KBZ,"-42.424999, 173.604996"
Kerikeri,Kerikeri Airport,KKE,"-35.259148, 173.913317"
Kaikohe,Kaikohe Airport,KKO,"-35.451099, 173.817001"
Awanui,Kaitaia Airport,KAT,"-35.069837, 173.287053"
Alexandra,Alexandra Aerodrome,ALR,"-45.210495, 169.371113"
,Matamata Glider Airport,MTA,"-37.734402, 175.742004"
Auckland City,Mechanics Bay Heliport,MHB,"-36.846525628100004, 174.787872434"
,Mount Cook Airport,MON,"-43.764999, 170.132996"
,Milford Sound Airport,MFN,"-44.673302, 167.923004"
,Motueka Airport,MZP,"-41.123299, 172.988998"
,Manapouri Airport,TEU,"-45.5331, 167.649994"
Masterton,Hood Airport,MRO,"-40.974634, 175.63454"
New Plymouth,New Plymouth Airport,NPL,"-39.00859832763672, 174.1790008544922"
Napier,Hawke's Bay Airport,NPE,"-39.465801, 176.869995"
Nelson,Nelson Airport,NSN,"-41.298302, 173.220993"
Invercargill,Invercargill Airport,IVC,"-46.41239929199219, 168.31300354003906"
,RNZAF Base Ohakea,OHA,"-40.20600128173828, 175.38800048828125"
,Oamaru Airport,OAM,"-44.970001, 171.082001"
Palmerston North,Palmerston North Airport,PMR,"-40.320599, 175.617004"
Koromiko,Picton Aerodrome,PCN,"-41.346099853516, 173.95599365234"
,Paraparaumu Airport,PPQ,"-40.904701232910156, 174.98899841308594"
Queenstown,Queenstown Airport,ZQN,"-45.019205, 168.746379"
Raglan,Raglan Aerodrome,RAG,"-37.804699, 174.860001"
Oban,Ryan's Creek Aerodrome,SZS,"-46.8997, 168.100998"
Rotorua,Rotorua Regional Airport,ROT,"-38.1092, 176.317001"
Tauranga,Tauranga Airport,TRG,"-37.67190170288086, 176.1959991455078"
,Thames Aerodrome,TMZ,"-37.1567, 175.550003"
,Takaka Airport,KTF,"-40.813301, 172.774994"
Tokoroa,Tokoroa Airfield,TKZ,"-38.236698, 175.891998"
,Timaru Airport,TIU,"-44.302799224853516, 171.22500610351562"
Twitzel,Pukaki Airport,TWZ,"-44.2350006104, 170.117996216"
Blenheim,Woodbourne Airport,BHE,"-41.5182991027832, 173.8699951171875"
Wanaka,Wanaka Airport,WKA,"-44.722091, 169.246287"
Whakatāne,Whakatāne Airport,WHK,"-37.922224, 176.91696"
Wellington,Wellington International Airport,WLG,"-41.326839, 174.806862"
Wairoa,Wairoa Airport,WIR,"-39.011862, 177.404401"
Whangarei,Whangarei Airport,WRE,"-35.769253, 174.363713"
Westport,Westport Airport,WSZ,"-41.737111, 171.579033"
Whitianga,Whitianga Airport,WTZ,"-36.828731, 175.682802"
Wanganui,Wanganui Airport,WAG,"-39.963467, 175.02444"
Kneeland,Kneeland Airport,NLN,"40.718639, -123.927298"
Redding,Benton Field,BZF,"40.5749015808, -122.407997131"
Bamyan,Bamyan Airport,BIN,"34.808916, 67.816629"
Lashkar Gah,Bost Airport,BST,"31.5597, 64.364998"
Chaghcharan,Chaghcharan Airport,CCN,"34.526465, 65.27102"
Sardeh Band,Sardeh Band Airport,SBF,"33.3207015991, 68.6364974976"
Reg,Dwyer Airport,DWR,"31.091265, 64.066053"
Darwaz,Darwaz Airport,DAZ,"38.461798, 70.881606"
Farah,Farah Airport,FAH,"32.366667, 62.165347"
Fayzabad,Fayzabad Airport,FBD,"37.122148, 70.5201"
Ghazni,Ghazni Airport,GZI,"33.487853, 68.525243"
Gardez,Gardez Airport,GRG,"33.627366, 69.237023"
Khwahan,Khwahan Airport,KWH,"37.890021, 70.20383"
Guzara,Herat - Khwaja Abdullah Ansari International Airport,HEA,"34.209999, 62.228298"
Bagram,Bagram Airfield,OAI,"34.946098, 69.264999"
Jalalabad,Jalalabad Airport,JAA,"34.399799, 70.498596"
Kabul,Kabul International Airport,KBL,"34.565899, 69.212303"
Kandahar,Ahmad Shah Baba International Airport,KDH,"31.505769, 65.847963"
Khost,Khost International Airport,KHT,"33.284605, 69.80734"
Maymana,Maymana Zahiraddin Faryabi Airport,MMZ,"35.930801, 64.760902"
Mazar-i-Sharif,Mazar-i-Sharif International Airport,MZR,"36.70412, 67.210459"
Ziarat-e Amiran Saseb,Nimroz Airport,IMZ,"30.963333, 62.060833"
Urgun,Urgun Airport,URN,"32.931135, 69.153167"
Qala-i-Naw,Qala-i-Naw Airport,LQN,"34.985472, 63.117404"
Orūzgān,Orūzgān Airport,URZ,"32.9029998779, 66.630897522"
Skazar,Razer Airport,KUR,"36.029893, 70.714159"
Sharana,Sharana Airstrip,OAS,"33.12575, 68.838517"
Shindand,Shindand Air Base,OAH,"33.3913, 62.261002"
Baraki Barak,Shank Air Base,OAA,"33.922217, 69.07794"
Khost,Salerno Airport,OLR,"33.3638, 69.9561"
Shiveh,Sheghnan Airport,SGA,"37.497642, 71.508484"
Tarinkot,Tarinkot Airport,TII,"32.604198, 65.865799"
Taleqan,Taleqan Airport,TQN,"36.770699, 69.531998"
Kunduz,Kunduz Airport,UND,"36.6651, 68.910797"
Lashkar Gah,Camp Shorabak Airfield,OAZ,"31.848735, 64.223175"
Manama,Bahrain International Airport,BAH,"26.267295, 50.63764"
Corisco Island,Corisco International Airport,OCS,"0.910937, 9.33027"
Abha,Abha International Airport,AHB,"18.2404, 42.656601"
Hofuf,Al-Ahsa International Airport,HOF,"25.285299, 49.485199"
Al-Ula,Al-Ula International Airport,ULH,"26.483634, 38.117048"
Al-Baha,King Saud Bin Abdulaziz (Al Baha) Airport,ABT,"20.298506, 41.636153"
Bisha,Bisha Airport,BHH,"19.9844, 42.620899"
Ad Dammam,King Fahd International Airport,DMM,"26.4691, 49.798209"
Dawadmi,Dawadmi Domestic Airport,DWD,"24.4499, 44.121201"
Dhahran,King Abdulaziz Air Base,DHA,"26.2654, 50.152"
Jizan,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,GIZ,"16.9011, 42.5858"
Qassim,Prince Naif bin Abdulaziz International Airport,ELQ,"26.302799, 43.774399"
Gurayat,Gurayat Domestic Airport,URY,"31.412413, 37.278898"
Hail,Hail International Airport,HAS,"27.437901, 41.686298"
Jeddah,King Abdulaziz International Airport,JED,"21.680241, 39.157436"
King Khaled Military City,King Khaled Military City Airport,KMC,"27.9009, 45.528198"
Khamis Mushait,King Khalid Air Base,KMX,"18.2973, 42.803501"
Medina,Prince Mohammad Bin Abdulaziz Airport,MED,"24.5534, 39.705101"
Najran,Najran Domestic Airport,EAM,"17.611401, 44.419201"
Sharma,Neom Bay Airport,NUM,"27.924261, 35.29358"
Qaisumah,Qaisumah–Hafar Al-Batin International Airport,AQI,"28.335726, 46.127108"
Al Kharj,Prince Sultan Air Base,AKH,"24.0627, 47.580502"
Rafha,Rafha Domestic Airport,RAH,"29.626399993896484, 43.4906005859375"
Riyadh,King Khalid International Airport,RUH,"24.9576, 46.698799"
Arar,Arar Domestic Airport,RAE,"30.906600952148438, 41.13819885253906"
Sharurah,Sharurah Domestic Airport,SHW,"17.4669, 47.121399"
Al-Jawf,Al-Jawf International Airport,AJF,"29.783301, 40.100905"
As-Sulayyil,As-Sulayyil Airport,SLF,"20.464701, 45.619598"
Tabuk,Prince Sultan bin Abdulaziz International Airport,TUU,"28.3711, 36.624865"
